하위 페이지 번호,자격요건,우대사항
296,"['[공통]• 학부 4학년 이상• Python 을 활용한 프로젝트 수행 경험이 있으신 분• 딥러닝 프레임워크 (Pytorch, Keras, Tensorflow 등) 을 활용한 프로젝트 수행 경험이 있으신 분[병역특례]• 산업기능요원 현역, 전문연구요원(전직, 보충역) 지원 가능하며 이력서에 별도 표기하여 제출 부탁드립니다.']","['• 이미지 or 신호 처리, 딥러닝 모델 최적화 (network compression, NAS) 경험• Image enhancement 계열 (super resolution, inpainting, low light imaging 등)의 task 경험• 관련 학회 및 저널 게재 경력자• 관련 전공 석사, 박사 학위 보유 시 경력 인정']"
297,"['[이런 분과 함께하고 싶어요]• 정형 데이터를 이용하여 Modeling 을 해보신 경험이 있다면 좋아요.• 데이터 및 머신러닝에 대한 수학적 이해와 통계적 지식이 필요해요.• SQL, Python 등 통계 / 분석 프로그램을 능숙하게 다룰 수 있는 분이 필요해요.• TensorFlow, PyTorch 등 모델링을 위한 프레임워크를 잘 다룰 수 있는 분이 필요해요.• 머신러닝 등 최신 알고리즘을 활용한 실제 비즈니스 문제 해결 경험이 있으면 좋아요.• 문제해결을 위해 데이터에 기반한 의사결정을 하고, 개선된 방향을 제시하는 경험이 풍부하면 좋아요.']","['[이력서는 이렇게 작성하시는 걸 추천해요]• 그동안 해오신 업무 중 임팩트 있는 성과를 만들어 낸 프로젝트에 대해 구체적으로 작성해 주세요.• 특히 데이터로 문제를 인지하고 해결한 경험, 또는 비즈니스에 미치는 영향을 f/u하고 이를 고도화한 경험의 A to Z를 구체적으로 작성해 주세요.• 머신러닝 등 알고리즘을 활용하여 모델링한 경험이 있다면 어떤 기법을 사용했는지 작성해 주세요.• 실제 서비스에 적용하여 개선한 경험이 있다면 결과를 수치로 나타내주면 좋아요.(외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요.)[토스뱅크로의 합류 여정]• 서류접수 ＞ 직무 인터뷰 ＞ 문화적합성 인터뷰 ＞ 레퍼런스 체크 ＞ 처우협의 ＞ 최종합격 및 입사']"
298,"['- 컴퓨터 공학, 통계학 관련 분야 석사 학위 소지자- ML을 사랑하실거라 믿습니다.- SQL, Python을 능숙하게 쓰실 수 있어야 합니다.- 기초 통계,  전통적인 머신러닝, 딥러닝 이론들에 대해 기초를 탄탄하게 가지고 계시기를 기대합니다.']","['- PyTorch, Spark, Ray, FastAPI 등의 환경에서 작업합니다.- AWS 클라우드 인프라에 익숙하시면 좋습니다.- 쿠버네티스 환경에 익숙하시면 더욱 좋습니다.']"
299,"['• 경력 : 2년 이상• ML/DL 프레임워크에 대한 이해• 정형/비정형 데이터에 대한 전처리 경험• 프로그램 개발(Python) 역량• RESTful API 개발 역량• 백엔드 프레임워크에 대한 이해* Github, JIRA 등의 툴을 활용한 협업 경험• 수습기간 3개월 (급여의  80% 지급)']","['• AI 모델 서비스를 위한 파이프라인 구축 경험• 데이터 가공/처리/분석 프로젝트 경험• Cloud 환경 : Google Cloud Platform, Firebase, Amazon Web Services 활용 경험• 기타 필수 기술 요건 외 모든 기술 및 개발 경험 우대• 애자일 프로젝트 실무 경험• 개발 기록 문서 작성을 위한 Markdown(or Notion) 작성 능력']"
300,['- 딥러닝/머신러닝에 대한 개념적인 이해 및 모델링 경험- 논문 기반 분석 및 모델링 능력을 보유하신 분- Python 프로그램 개발 능력- Tensorflow/PyTorch 등 딥러닝 프레임워크 개발 경험자- 데이터에 대한 통계학적 이해 및 분석 경험- 병역특례 전문연구요원 가능'],"['- 디지털 신호처리 알고리즘 개발 경험자- 통계학과, 응용수학과, 산업공학, 전자공학, 컴퓨터공학 등 관련 분야 전공자- 딥러닝 논문을 코드로 구현하고 실험/분석 역량 보유자- 의료, 보건 헬스케어 관련 기초 지식 보유 또는 관련 프로젝트 경험자']"
301,"['와들은 이런 분을 찾고 있어요• 자료구조, 알고리즘, 데이터베이스, 네트워크, 분산처리 등 컴퓨터 공학의 기초 지식을 지니신 분• Python을 능숙하게 사용하실 수 있는 분• 기초적인 ML 지식과 아키텍처 개발 경험이 있으신 분• 팀워크 및 협업 중심의 개발 문화에 기여할 수 있는 분']","['이런 경험을 가진 분이라면 더욱 좋아요• AWS Sagemaker를 활용한 파이프라인 구축, 관리 및 최적화 경험이 있는 분• MLOps 프레임워크 (Kubeflow, MLflow 등) 운영 경험자• Kubernetes, ECS 등의 컨테이너 기반 운영 환경에서 ML 모델을 서빙해보신 분• LLM Ops와 Prompt Engineering 경험이 있는 분']"
302,"['- 경력 무관- Python 기반, PyTorch, TensorFlow 활용 AI 모델 및 api 개발 경험이 있는 분- 최신 AI 기술 동향 파악 및 사용 경험 등을 보유한 경험이 있는 분- 모델 성능 향상을 위해 신규 기술 도입에 거리낌이 없으신 분- 기술에 대한 명확한 이해를 바탕으로 구성원들에게 명확한 의사소통이 가능하신 분']","['- aws, gcp, azure 등 클라우드 기반 AI 서비스 개발 경험을 보유하신 분- huggingface platform 등에서 open source 모델 사용 및 운영 경험을 보유하신 분- 관련 분야 학사 or 석사 학위 보유하신 분- AI 관련 2년 이상의 프로젝트 경험을 보유하신 분- AI 관련 자격증 보유하신 분- 오픈 마인드와 기술에 대한 근본적인 이해를 바탕으로 주변 구성원과의 원활한 협업이 가능하신 분']"
303,['• Java Script / PHP 언어 등으로 개발 및 서비스 ( 기획 설계 개발 테스트 서비스 런칭 A - Z 전과정 경험자) • 팀단위의 협업과 다른 직군과의 협업 경험 및 원활한 소통이 가능하고 잘 하는 분'],['• 스크립트 기반 프레임워크 개발 경험자 (레퍼런스 포함) • 퍼블리셔로 시작해 Front end/Back End 개발 확장 경험자 • 유닛 테스트 지식 보유 및 개발 경험자• 새로운 학습에 대해 거부감이 없는 분']
304,"['• 동료와의 협업 및 코드 리뷰를 즐길 수 있는 분• 형상관리 도구(Git)를 통한 프로젝트 관리/협업 경험이 있는 분• Python을 활용한 데이터 핸들링 및 분석 경험과 지식이 있는 분• Machine Learning 관련 논문을 팔로우하고 이를 이해할 수 있는 분• Unix 및 Linux 기반 개발/운영 경험이나 이에 준하는 지식이 있는 분• 다양한 데이터에 대한 Deep Learning 모델 개발을 수행해보고 싶으신 분• 문제해결을 위해 논리적인 사고를 바탕으로 끝없는 집념과 열정이 있는 분• Computer Vision, NLP 등 1가지 이상 머신러닝 관련 task에 대해 깊이 있게 탐구하는 분• 머신러닝 프레임워크(PyTorch, TensorFlow 등)를 1가지 이상 능숙하게 활용할 수 있는 분']","['• MLOps 플랫폼 개발 경험이 있는 분• 지원 분야와 관련된 석/박사 학위를 취득하신 분• High Availability 아키텍처 설계 경험이 있는 분• 머신러닝 관련 논문을 퍼블리시한 경험이 있는 분• Agile Scrum 방법론을 통한 개발에 대한 경험이 있는 분• Docker, Kubernetes, Kubeflow, MLflow 등 가상화 관련 플랫폼 사용 경험이 있는 분• Deep Learning 모델을 중심적으로 활용한 응용 분야에 대한 연구 개발 경험이 있는 분• Pruning, Quantization을 통한 모델 경량화, TensorRT, openvino를 통한 inference 최적화 경험이 있는 분']"
305,"['•박사급•기술탐색 및 연구/문제 해결 능력•기초 통계학 및 계산공학 지식•AI 관련 최신 논문 이해 및 구현 가능•딥러닝 프레임워크(Tensorflow, Python 등) 사용 경험']",['•NLP 관련 지식 보유•AWS 등 클라우드 서비스 사용경험']
306,"['• 이공계 학사 졸업 또는 졸업 예정이신 분• C++, C#, Java, Rust 중 1개 이상 코딩 경험이 있으신 분• Git 버전 관리 시스템 사용 경험이 있으신 분']",['• Rust 개발 경험이 있으신 분• 보안 솔루션 기업 혹은 네트워크 보안 기업 경력을 보유하신 분• 머신러닝 데이터 분석 경험이 있으신 분• 클라우드 환경에서 업무 경험이 있으신 분• 컴퓨터 공학 및 유관학과 학사 이상의 학위를 소지하신 분']
307,['- 딥러닝/머신러닝에 대한 개념적인 이해 및 모델링 경험- 논문 기반 분석 및 모델링 능력을 보유하신 분- Python 프로그램 개발 능력- Tensorflow/PyTorch 등 딥러닝 프레임워크 개발 경험자- 데이터에 대한 통계학적 이해 및 분석 경험- 병역특례 전문연구요원 가능'],"['- 디지털 신호처리 알고리즘 개발 경험자- 통계학과, 응용수학과, 산업공학, 전자공학, 컴퓨터공학 등 관련 분야 전공자- 딥러닝 논문을 코드로 구현하고 실험/분석 역량 보유자- 의료, 보건 헬스케어 관련 기초 지식 보유 또는 관련 프로젝트 경험자']"
308,"['⦁ 컴퓨터 비전과 머신러닝 분야에 대해 연구/개발 경력이 있으신 분⦁ 수학/컴퓨팅 지식을 기반으로 문제를 정의하고 해결하는 과정을 즐기는 분⦁ 필요한 분야(e.g. 인공지능, 컴퓨터 비전)의 논문을 읽고 적용하는데 무리가 없으신 분⦁ 무엇보다도, 메이아이의 비전인 “오프라인 공간의 디지털화”에 공감하고 기여할 수 있으신 분']","['⦁ `Object Detector`, `Multi-Object Tracker`, `Person Re-Identification` 도메인을 집중적으로 연구해보신 경험이 있다면 더 좋습니다.⦁ 머신러닝 관련 연구를 진행하고 논문이나 특허를 작성해보신 경험이 있다면 더 좋습니다.⦁ 대량의 영상 데이터를 연구 개발에 사용하고 관리해보신 경험이 있다면 더 좋습니다.⦁ 컴퓨터 비전이나 멀티미디어 컴퓨팅에 대한 전문적인 지식이 있다면 더 좋습니다.']"
309,"['1. Machine Learning 기본 지식 보유하신 분   - Deep Learning Framework (TensorFlow, Pytorch 등) 기반 개발 경험   - Detection, Classification, Recognition 등 영상/음원 분석 알고리즘 개발 경험   (우대) AI 최신 연구에 대한 이해 및 Reproduce 역량 보유   (우대) NIPS, CVPR, ICML 등 최고 수준 국제학회 논문게재 경험2. C/C++/C# 언어 역량을 보유하신 분   - OOP 이해 및 개발 경험   - Multi-thread 기반 개발 경험3. Embedded System 개발 경험을 보유하신 분   - Embedded Linux 기반 개발 역량   (우대) 최적화, 경량화 등 성능 개선을 위한 모델링 경험4. Docker, 형상 관리, 협업 툴 사용 경험하신 분5. AI분야 석사 학위 이상 및 관련 경력 3년 이상이신 분※ 포트폴리오 제출 필수']",['- 박사 학위 또는 선진 기업/연구기관에서의 연구개발 경험']
310,"['• 전공: 공학계열 (컴퓨터공학 또는 수학 전공 등) 우대• 학력: 대학교 관련 학부 졸업 또는 졸업 예정• 경력: AI 공부 또는 연구를 하신 분 (Vision AI 관련 연구 우대)• Python 언어에 능숙하고, CNN, Visual Transformer(ViT) 구조의 모델을 만드는데 익숙한 분• 영어 논문 및 기술자료를 읽고 최신 기술 Trend를 follow-up 할 수 있는 분']",['• 컴퓨터 비전 관련 학회에 제1저자 혹은 교신저자로 논문 게재 • 문제를 찾고 해결하는 과정에서 성취감을 느끼시는 분 • 다양한 영상 또는 이미지에 대하여 딥러닝을 활용한 연구 경력 • unsupervised 또는 self / semi / weakly supervised 딥러닝 모델 개발을 할 수 있는 분']
311,"['• 다양한 개발 경험을 통해 여러 스택을 넘나드는 걸 좋아하고, 익숙하지 않은 환경에 빠르게 적응할 수 있는 분• 새로운 문제를 빠르게 정의하고, 주도적으로 해결하실 수 있는 분• 백엔드 개발 경험이 있으신 분• 기계학습과 딥러닝에 대한 관심과 기본적인 이해가 있으신 분• Python, Java, JavaScript, Scala 등 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분• 타 직군과 원활히 소통하는 능력']","['• 머신러닝 모델의 학습부터 서비스 배포까지 해보신 경험이 있으신 분• 스스로 문제를 정의하고 해결할 수 있는 능력• 명쾌하고 잦은 커뮤니케이션을 우선시 하는 분• 항상 새로운 것을 배우려고 하는 분• 논문을 읽고 이해 및 적용하는데 능숙하신 분• 엔지니어링과 보안, 디자인의 모범 사례를 찾고 따르는 분']"
312,"['• Python3 언어 사용 가능자• Numpy, Pandas, scikitlearn 등의 라이브러리 경험자• 상용 서비스 및 제품 개발 경혐자']",['• 통계학적 지식이 있으신 분• 다양한 UI 개발 경험과 사용자 경험에 대해 충분한 이해도를 보유하신 분• 논리적이고 체계적인 문제해결 능력이 있으신 분• 효과적인 의사전달 및 협업 능력이 있으신 분']
313,"['• ML에 대한 기본적인 이해 및 다양한 Computer Vision 응용 분야에 대한 경험이 있으신 분• Python 및 ML Framework(Tensorflow, Pytorch등) 활용 역량이 뛰어나신 분• 문제 해결을 위한 주도적인 실험 설계 및 분석 역량을 보유하신 분• 분석 과정 및 결과를 명확하게 전달하기 위한 시각화, 문서화, 커뮤니케이션 스킬과 역량을 갖고 계신 분']","['• Computer Vision 기술을 포함한 Multimodal AI 및 다양한 AI 기술 트렌드에 대한 지속적인 관심이 있으신 분• 모델 학습 및 평가에 필요한 데이터 설계, 수집, 라벨링 등의 작업을 직접 수행한 경험이 있으신 분• 서비스에 적용된 모델을 다양한 정량 지표를 이용해 모니터링하고 개선해 본 경험이 있으신 분• 데이터 중심 서비스 개발 또는 효율적인 모델 고도화에 활용되는 다양한 기술에 대한 경험을 보유하신 분  (Active Learning, Semi/Self-Supervised Learning, Incremental Learning, Domain Generalization 등)• Quantization, Distillation등Modal Compression/Acceleration기술에 대한 경험이 있으신 분• 게임 산업에서의 Computer Vision기술 적용에 대한 관심이 있으신 분• 캐글 수상 경험 또는 우수한 리더보드 성적을 보유하신 분']"
